0.339670193,0.960975317,2
0.789541424,0.096792262,2
0.100743896,0.626120046,1
0.749063705,0.888480832,2
0.617946819,0.633204699,1
0.276341973,0.794896665,2
0.6574084,0.827599519,2
0.568238267,0.516365778,1
0.716297756,0.666530031,2
0.408873473,0.236495173,1
0.512257324,0.514814824,1
0.897376144,0.708093346,2
0.436605304,0.63333496,1
0.784559657,0.239789221,2
0.724911962,0.054534718,2
0.253604314,0.636212579,1
0.494116221,0.622086084,1
0.055067191,0.423181522,1
0.326493808,0.285432494,0
0.108968222,0.166795408,0
0.426167196,0.687482474,2
0.626022505,0.101793673,1
0.488327902,0.152711496,1
0.761446576,0.858797164,2
0.470950772,0.881932012,2
0.725338015,0.865545567,2
0.064800612,0.574208096,1
0.048281572,0.242180371,0
0.748200977,0.594531976,2
0.12392454,0.230045777,0
0.186787199,0.210536321,0
0.988261421,0.564557742,2
0.172536646,0.15787805,0
0.057523275,0.619333772,1
0.513261526,0.932399011,2
0.086747613,0.976157318,2
0.414508512,0.338326443,1
0.454724303,0.482956675,1
0.841048182,0.84506442,2
0.557378094,0.489680584,1
0.169141139,0.403014257,1
0.285491791,0.307263396,0
0.443020399,0.961581401,2
0.601610354,0.96153073,2
0.81421296,0.36734391,2
0.547955368,0.079703339,1
0.848580541,0.858748033,2
0.480371493,0.770944216,2
0.782334867,0.569016278,2
0.502825938,0.516407232,1
0.119802479,0.579565722,1
0.888215587,0.708493814,2
0.15702479,0.161139427,0
0.755253218,0.542541502,2
0.448726528,0.133550287,1
0.476085094,0.4966038,1
0.077366424,0.876981107,2
0.719935568,0.274546989,2
0.903067049,0.665773389,2
0.911369691,0.332783601,2
0.091145438,0.87914321,2
0.355985418,0.150577167,1
0.860531236,0.966754572,2
0.68167436,0.692221967,2
0.892200707,0.105677476,2
0.803680002,0.288172495,2
0.747169394,0.661506971,2
0.729414333,0.825057304,2
0.810126162,0.579695598,2
0.793500614,0.725036571,2
0.173275105,0.114932972,0
0.677567803,0.23474508,2
0.159959092,0.413204587,1
0.408802936,0.104679668,1
0.212647688,0.189644018,0
0.119423565,0.016880658,0
0.061796031,0.057028029,0
0.232087988,0.991796051,2
0.541079096,0.771413706,2
0.692012234,0.98810622,2
0.950283034,0.605173142,2
0.102683177,0.277311759,0
0.265863356,0.3395687,1
0.864066669,0.180482971,2
0.724535679,0.963061368,2
0.410933776,0.995629754,2
0.652983905,0.317629953,1
0.060995181,0.145311044,0
0.914911664,0.712634742,2
0.44735476,0.132025866,1
0.652636721,0.451820453,1
0.888675965,0.515734506,2
0.629262722,0.029947159,1
0.904627961,0.106513443,2
0.729594168,0.537544734,2
0.253687183,0.007032002,0
0.192544866,0.617965442,1
0.369821069,0.061052273,1
0.772772812,0.151035716,2
0.362055259,0.83089959,2
0.266667843,0.472409236,1
0.469159274,0.811573038,2
0.220387794,0.936169731,2
0.470328906,0.628589314,1
0.14061622,0.971885485,2
0.933267399,0.958754709,2
0.67869806,0.971555881,2
0.475616386,0.237633734,1
0.365426873,0.034476147,1
0.906819425,0.944293499,2
0.812447512,0.528199068,2
0.400083049,0.437677958,1
0.183028801,0.045243627,0
0.744499637,0.365385385,2
0.468570535,0.453251901,1
0.348445321,0.131779063,1
0.538708565,0.214275442,1
0.752753248,0.545954821,2
0.889073478,0.510209753,2
0.720349534,0.624889058,2
0.580138285,0.848066423,2
0.943492538,0.574518778,2
0.447567548,0.785434563,2
0.123610496,0.606085151,1
0.652729136,0.385071251,1
0.667865574,0.7496191,2
0.645003544,0.429904283,1
0.66712968,0.82395384,2
0.38362508,0.106574242,1
0.600022644,0.076472593,1
0.616587241,0.071818525,1
0.117806476,0.672506384,2
0.992240565,0.401004448,2
0.682119226,0.406409731,2
0.470909071,0.320276043,1
0.08251042,0.145943938,0
0.196953173,0.741728773,2
0.497193971,0.220329563,1
0.942895282,0.137319505,2
0.765030446,0.924094203,2
0.294284676,0.490317783,1
0.535312029,0.90028159,2
0.043003183,0.940160776,2
0.839523633,0.448328542,2
0.304292004,0.555975088,1
0.194584603,0.135144215,0
0.549735818,0.649136494,1
0.545602272,0.01071901,1
0.389444979,0.101436944,1
0.366307257,0.984035968,2
0.378802893,0.883785581,2
0.914932867,0.815682583,2
0.051891319,0.62562537,1
0.284346187,0.426817826,1
0.533249638,0.402623447,1
0.930480582,0.76474836,2
0.532504252,0.016576865,1
0.972037179,0.014856809,2
0.673268378,0.222934277,2
0.166241521,0.356288712,1
0.797763839,0.551190569,2
0.84804916,0.933916601,2
0.194895132,0.643727448,1
0.339969907,0.397742283,1
0.759786696,0.237083755,2
